date(ENG);sampling station;sampling depth;sampling method;Alexandrium cf. minutum;Alexandrium spp.(400x);Alexandrium cf. concavum;Alexandrium cf. insuetum;Alexandrium pseudogonyaulax;Alexandrium cf. tamarense;Alexandrium spp.(200x);PSP;Dinophysis acuminata;Dinophysis acuta;Dinophysis cf. acutoides;Dinophysis caudata;Dinophysis fortii;Dinophysis hastata;Dinophysis nasuta;Dinophysis norvegica;Dinophysis ovum;Dinophysis cf. parva;Phalacroma parvulum;Dinophysis recurva/D.ovum;Phalacroma rotundatum;Dinophysis sacculus;Dinophysis similis;Dinophysis schuettii;Dinophysis spp.;Dinophysis sp. (mali);Dinophysis tripos;Phalacroma doryphorum;Phalacroma mitra;Phalacroma operculoides;Phalacroma rapa;Phalacroma sp. ;Prorocentrum lima;DSP;Lingulodinium polyedra;Protoceratium reticulatum;DSP_like;Gonyaulax fragilis;Pseudo-nitzschia cf. calliantha;Pseudo-nitzschia sp.;Pseudo-nitzschia cf. fraudulenta;Pseudo-nitzschia cf. pungens;Pseudo-nitzschia seriata gr.;Pseudo-nitzschia multistriata;Pseudo-nitzschia cf. galaxiae;Pseudo-nitzschia delicatissima gr.;ASP;Karenia papilionacea;cf. Karenia
14/03/2018;24;integrated;hose sampler;70;0;0;0;0;0;20;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;20;20;0;300;0;0;900;0;0;100;;1300;0;0
14/03/2018;35;integrated;hose sampler;10;0;0;0;0;0;40;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;300;200;0;0;0;0;500;;1000;0;0
14/03/2018;0DB2;integrated;hose sampler;30;0;0;0;0;0;30;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;10;10;0;100;0;0;0;0;0;200;;300;0;0
06/04/2018;24;integrated;hose sampler;30;0;0;0;0;0;30;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;200;7400;0;0
06/04/2018;35;integrated;hose sampler;10;0;0;0;0;0;50;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;5000;0;0
06/04/2018;0DB2;integrated;hose sampler;70;0;0;0;0;0;30;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;1400;8400;0;10
23/04/2018;24;integrated;hose sampler;300;0;0;0;10;0;10;320;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;20;20;40;0;0;0;0;0;0;0;3200;2600;5800;0;0
23/04/2018;35;integrated;hose sampler;110;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;10;10;20;0;0;0;0;0;0;0;2600;1500;4100;0;0
23/04/2018;0DB2;integrated;hose sampler;160;0;0;0;0;0;20;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;7500;4500;12000;0;0
07/05/2018;24;integrated;hose sampler;60;0;0;0;0;0;10;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;20;0;20;0;20;20;0;0;0;0;0;0;0;3100;7800;10900;0;20
07/05/2018;35;integrated;hose sampler;0;0;0;0;10;0;10;20;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;700;0;2400;9500;12600;0;10
07/05/2018;0DB2;integrated;hose sampler;70;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;10;10;0;0;0;0;0;0;0;5000;15100;20100;0;0
16/05/2018;24;integrated;hose sampler;80;0;0;0;10;0;10;100;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;20;0;;0;0;0;40;0;80;0;30;30;0;0;0;0;0;0;0;2800;6000;8800;10;80
16/05/2018;35;integrated;hose sampler;40;0;0;0;10;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;20;0;10;0;0;10;0;;0;0;0;0;0;40;0;10;10;0;0;0;0;0;0;0;5600;6700;12300;0;0
16/05/2018;0DB2;integrated;hose sampler;50;0;0;0;30;0;10;90;0;0;0;10;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;20;10;40;50;0;0;0;0;0;0;0;3500;9600;13100;0;10
05/06/2018;24;integrated;hose sampler;10;0;0;0;20;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;;0;0;0;0;0;40;40;10;50;0;500;0;0;0;0;0;0;0;500;0;0
05/06/2018;35;integrated;hose sampler;10;0;0;0;10;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;;0;0;0;0;0;20;50;0;50;0;2000;0;0;0;0;0;0;0;2000;0;0
05/06/2018;0DB2;integrated;hose sampler;10;0;0;0;20;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;80;20;0;0;0;10;0;;0;0;0;0;0;110;20;0;20;0;10000;0;0;0;0;0;0;0;10000;0;0
18/06/2018;24;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;20;0;0;0;0;30;10;0;10;20;0;0;0;0;0;0;7800;800;8600;0;0
18/06/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;10;0;0;0;0;0;;0;0;0;10;0;60;20;0;20;70;0;0;0;0;0;0;15500;1800;17300;0;0
18/06/2018;0DB2;integrated;hose sampler;10;0;0;10;20;0;0;40;0;0;0;10;0;10;0;0;0;0;0;0;10;10;0;0;0;0;0;;10;0;0;10;0;60;0;10;10;240;0;0;0;0;0;0;6600;800;7400;0;0
03/07/2018;24;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;;10;0;0;0;0;30;0;0;0;300;0;0;0;0;0;0;1000;4100;5100;0;0
03/07/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;290;0;0;0;0;0;0;1500;5000;6500;0;0
03/07/2018;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;50;0;0;0;10;0;0;;20;0;0;10;0;100;0;30;30;780;0;0;0;0;0;0;2900;4200;7100;0;0
18/07/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;;0;0;0;0;0;30;10;20;30;0;0;0;0;0;0;0;500;4100;4600;0;0
18/07/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;;0;0;0;0;0;20;0;10;10;0;0;0;0;0;0;0;1400;3500;4900;10;0
18/07/2018;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;70;0;0;0;0;0;0;0;0;30;80;0;0;0;0;0;;0;0;0;10;0;190;10;10;20;0;0;0;0;0;0;0;1700;2400;4100;10;0
01/08/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;80;0;20;20;0;0;0;0;0;0;0;0;4000;4000;0;0
01/08/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;;0;0;0;0;0;20;10;0;10;0;0;0;0;0;0;0;0;2300;2300;0;0
01/08/2018;0DB2;integrated;hose sampler;10;0;0;530;0;0;0;540;0;0;0;0;0;0;0;0;0;0;0;0;10;500;0;0;0;0;0;;0;0;0;0;0;510;210;0;210;0;0;0;0;0;0;0;0;6125;6125;20;10
21/08/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;500;0;0;0;0;0;4375;4875;0;0
21/08/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;;0;0;0;0;0;30;0;0;0;0;0;375;0;0;0;0;0;1625;2000;0;0
21/08/2018;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;;0;0;0;0;0;30;10;0;10;0;0;375;0;0;0;0;0;2375;2750;0;0
31/08/2018;24;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;300;3100;3400;0;0
31/08/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;400;5400;5800;0;0
31/08/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;10;0;0;0;0;0;0;0;0;10;20;10;0;0;0;0;;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;1300;4200;5500;10;10
17/09/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;0;0;0;0;30;0;0;0;20;0;0;0;300;500;0;100;5700;6600;10;0
17/09/2018;35;integrated;hose sampler;10;0;0;0;10;0;0;20;0;0;0;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;10;0;40;0;0;0;0;0;0;0;0;2000;0;3600;8000;13600;0;0
17/09/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;10;20;0;20;0;0;0;0;0;4900;0;1000;16300;22200;0;0
27/09/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;85200;0;0;26000;111200;0;0
27/09/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;2300;0;400;11500;14200;0;0
27/09/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;0;0;279600;0;800;43200;323600;0;0
05/10/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72800;0;0;32800;105600;0;0
05/10/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;15800;0;0;40800;56600;10;0
05/10/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;;0;0;0;0;0;30;20;0;20;0;0;0;0;0;213600;0;0;10400;224000;10;0
17/10/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;300;300;0;0
17/10/2018;35;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;10;30;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;50;0;0;0;0;0;0;0;0;3000;0;300;17600;20900;0;0
17/10/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;4000;0;0;2600;6600;0;0
26/10/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;;0;0;0;0;0;40;0;0;0;0;0;0;0;0;2100;0;2800;8300;13200;0;0
26/10/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;;0;0;0;0;0;20;0;0;0;0;0;0;0;0;2800;0;11833,33333;9866,666667;24500;0;0
26/10/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;20;;0;0;0;0;10;40;0;0;0;0;0;0;0;0;8000;0;38800;8900;55700;20;0
14/11/2018;24;integrated;hose sampler;0;0;0;10;0;0;40;50;0;0;0;190;60;0;0;0;0;0;0;0;10;20;0;0;0;0;260;;0;0;0;0;0;540;30;0;30;0;0;0;0;0;3400;0;500;1200;5100;70;0
14/11/2018;35;integrated;hose sampler;0;0;0;10;0;0;0;10;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;0;0;4700;0;700;500;5900;0;0
14/11/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;10;0;10;0;0;0;0;0;10;20;0;0;0;0;100;;0;0;0;0;0;160;10;0;10;0;0;0;0;0;1200;0;0;900;2100;0;0
03/12/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;10;0;20;0;0;0;0;0;0;0;0;4900;0;0;3200;8100;0;0
03/12/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;0;1100;1800;10900;0;0
03/12/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;20;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;6400;200;500;1300;8400;0;0
18/12/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;0;0;100;0;600;0;700;0;0
18/12/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;100;200;600;10;0
18/12/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;0;0;0;625;0;0
15/01/2019;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;1000;0;0
15/01/2019;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1750;0;0;0;0;0;0;0;1750;0;0
15/01/2019;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1000;0;0;875;0;250;0;0;2125;0;0
13/02/2019;24;integrated;hose sampler;10;0;0;0;0;0;40;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;800;1500;0;0
13/02/2019;35;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1300;0;1300;0;0
13/02/2019;0DB2;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;1600;2800;0;0
14/03/2019;24;integrated;hose sampler;10;0;0;0;0;0;130;140;0;0;0;0;10;0;0;0;0;0;0;0;10;10;0;0;0;0;0;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;263400;263400;0;0
14/03/2019;35;integrated;hose sampler;10;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;27400;27400;0;0
14/03/2019;0DB2;integrated;hose sampler;0;0;0;10;0;0;20;30;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;10;0;30;0;0;0;0;0;0;0;0;0;0;0;219000;219000;0;0
16/04/2019;24;integrated;hose sampler;10;0;0;70;0;0;40;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0
16/04/2019;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;700;800;30;0
16/04/2019;0DB2;integrated;hose sampler;40;0;0;120;0;0;40;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;400;400;0;0
30/04/2019;24;integrated;hose sampler;160;0;0;60;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;10;20;30;0;0;0;0;0;0;0;0;300;300;10;10
30/04/2019;35;integrated;hose sampler;50;0;0;40;0;0;10;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;30;0;30;0;0;0;0;0;0;0;0;500;500;0;20
30/04/2019;0DB2;integrated;hose sampler;60;0;0;130;0;0;0;190;0;0;0;0;10;0;0;0;0;0;0;0;0;10;0;0;0;10;0;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;500;500;20;20
16/05/2019;24;integrated;hose sampler;20;0;0;200;0;0;20;240;0;0;0;0;10;0;0;0;0;0;0;0;10;10;0;0;0;0;0;;0;0;0;10;0;40;0;0;0;0;0;0;0;0;0;0;0;200;200;0;10
16/05/2019;35;integrated;hose sampler;0;0;0;300;10;0;10;320;0;0;0;0;0;10;0;0;0;0;0;0;0;40;0;0;0;0;0;;0;0;0;0;0;50;10;0;10;0;0;0;0;0;0;0;0;800;800;10;0
16/05/2019;0DB2;integrated;hose sampler;0;0;0;70;10;0;10;90;0;0;0;0;0;0;0;0;0;0;0;0;10;20;0;0;0;0;0;;0;0;0;0;0;30;30;0;30;0;0;0;0;0;0;0;0;0;0;30;0
28/05/2019;24;integrated;hose sampler;340;0;0;120;0;0;90;550;0;0;0;0;30;0;0;0;0;0;0;0;20;50;0;0;0;0;10;;0;0;0;0;0;110;220;0;220;0;0;0;0;0;0;0;0;900;900;70;0
28/05/2019;35;integrated;hose sampler;150;0;0;130;0;0;10;290;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;;0;0;0;0;0;40;190;0;190;0;0;0;0;0;0;0;0;2000;2000;0;0
28/05/2019;0DB2;integrated;hose sampler;110;0;0;450;0;0;30;590;0;0;0;0;10;0;0;0;0;0;0;0;10;130;0;0;0;0;0;;0;0;0;0;0;150;90;0;90;0;0;0;0;0;0;0;0;2000;2000;40;0
19/06/2019;24;integrated;hose sampler;50;0;0;0;50;0;20;120;0;0;0;0;10;0;0;0;0;0;0;0;0;30;0;0;0;0;0;;0;0;0;0;0;40;110;0;110;0;0;0;0;0;0;0;0;1400;1400;0;0
19/06/2019;35;integrated;hose sampler;0;0;0;20;70;0;30;120;0;0;0;0;0;0;0;0;0;0;0;0;10;40;0;0;0;0;0;;0;0;0;0;0;50;270;0;270;0;0;0;0;0;0;0;0;600;600;10;0
19/06/2019;0DB2;integrated;hose sampler;0;0;0;0;80;0;90;170;0;0;0;0;10;0;0;0;0;0;0;0;0;30;0;0;0;0;0;;0;0;0;0;0;40;120;0;120;0;0;0;0;0;0;0;0;1100;1100;10;0
26/06/2019;24;integrated;hose sampler;0;0;0;0;40;0;70;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;20;0;20;0;0;0;0;0;0;0;0;600;600;0;0
26/06/2019;35;integrated;hose sampler;0;0;0;0;0;0;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;10;10;0;10;0;0;0;0;0;0;0;0;800;800;0;0
26/06/2019;0DB2;integrated;hose sampler;0;0;0;370;0;0;50;420;0;0;0;0;0;0;0;0;0;0;0;0;10;400;0;0;0;0;0;;0;0;0;0;0;410;110;0;110;0;0;0;0;0;0;0;0;500;500;0;0
05/07/2019;24;integrated;hose sampler;30;0;0;0;10;0;10;50;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;40;10;50;0;0;0;0;0;0;0;0;4400;4400;0;0
05/07/2019;35;integrated;hose sampler;40;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;10;10;0;10;0;0;0;0;0;0;0;0;3900;3900;0;0
05/07/2019;0DB2;integrated;hose sampler;10;0;0;0;50;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;;0;0;0;0;0;30;0;10;10;0;0;0;0;0;0;0;0;2500;2500;10;0
17/07/2019;24;integrated;hose sampler;20;0;0;10;10;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;10;10;20;0;0;0;0;0;0;0;0;3000;3000;0;0
17/07/2019;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;10;0;10;50;0;50;0;0;0;0;0;0;0;0;11900;11900;0;0
17/07/2019;0DB2;integrated;hose sampler;0;0;0;0;30;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2700;2700;0;0
01/08/2019;24;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1400;200;1600;0;0
01/08/2019;35;integrated;hose sampler;10;0;0;0;0;0;10;20;0;0;0;10;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;1700;700;2400;0;0
01/08/2019;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;40;10;0;10;0;0;0;0;0;0;0;1700;2500;4200;0;0
20/08/2019;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1875;1875;0;0
20/08/2019;35;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1300;1300;0;0
20/08/2019;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;4125;4125;0;0
02/09/2019;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;5100;5100;0;0
02/09/2019;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;30;10;0;10;0;0;0;0;0;0;0;300;5800;6100;0;0
02/09/2019;0DB2;integrated;hose sampler;10;0;0;0;0;0;10;20;0;0;0;20;260;0;0;0;0;0;0;0;20;0;0;0;0;0;20;;0;0;0;0;0;320;30;0;30;0;0;0;0;0;0;0;0;15400;15400;0;0
17/09/2019;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;30;0;0;0;0;0;20;;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;2600;700;3300;0;0
17/09/2019;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;20;20;0;0;0;0;0;;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;3200;500;3700;0;0
17/09/2019;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;20;330;0;0;0;0;0;0;0;0;0;0;0;0;0;110;;0;0;0;0;0;460;0;10;10;0;0;0;0;0;0;0;4400;300;4700;0;0
26/09/2019;24;integrated;hose sampler;0;0;0;10;0;0;10;20;0;0;0;10;70;0;0;0;0;0;0;0;10;10;30;0;0;0;10;;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;7300;4900;12200;0;0
26/09/2019;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;10;0;0;0;0;0;40;;0;0;0;0;0;210;10;10;20;0;0;0;0;0;0;0;5500;5700;11200;0;0
26/09/2019;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;20;10;0;10;0;0;0;0;0;0;0;2900;2300;5200;0;0
09/10/2019;24;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;0;0;0;0;10;0;0;0;0;0;40;10;0;0;10;0;0;;0;0;0;0;0;70;0;0;0;0;0;0;0;0;200;0;500;61400;62100;0;0
09/10/2019;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;60;0;20;0;0;0;0;;0;0;0;20;0;130;0;0;0;0;0;0;0;0;900;0;1600;58400;60900;0;0
09/10/2019;0DB2;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;0;0;10;0;20;0;0;0;0;0;0;0;0;0;0;0;0;;10;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;1500;29100;30600;0;0
16/10/2019;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;30;0;10;0;0;20;0;0;0;0;0;10;0;90;0;0;0;0;0;0;0;0;0;0;400;127200;127600;0;0
